panel	variant	file	provider	seed	width	height	bytes	created	status	note	stage
004-02	v06	assets/art/panels/004-02/v06-storyboard-svg.svg	storyboard-svg		1200	800	7491	2026-09-12T21:18:26+00:00	candidate		storyboard
004-02	v07	assets/art/panels/004-02/v07-storyboard-svg.svg	storyboard-svg		1200	800	8309	2026-09-12T22:35:06+00:00	candidate		storyboard
004-02	v08	assets/art/panels/004-02/v08-storyboard-svg.svg	storyboard-svg		1200	800	13918	2026-09-12T23:00:59+00:00	candidate		storyboard
004-02	v09	assets/art/panels/004-02/v09-storyboard-svg.svg	storyboard-svg		1200	800	13986	2026-09-12T23:55:10+00:00	candidate		storyboard
004-02	v10	assets/art/panels/004-02/v10-storyboard-svg.svg	storyboard-svg		1200	800	14743	2026-09-13T01:34:47+00:00	candidate		storyboard
004-03	v01	assets/art/panels/004-03/v01-storyboard-svg.svg	storyboard-svg		1200	800	6682	2026-09-07T16:49:06+00:00	candidate		storyboard
004-03	v02	assets/art/panels/004-03/v02-storyboard-svg.svg	storyboard-svg		1200	800	7236	2026-09-07T16:54:59+00:00	candidate		storyboard
004-03	v03	assets/art/panels/004-03/v03-storyboard-svg.svg	storyboard-svg		1200	800	9724	2026-09-12T21:18:26+00:00	candidate		storyboard
004-03	v04	assets/art/panels/004-03/v04-storyboard-svg.svg	storyboard-svg		1200	800	10542	2026-09-12T22:35:06+00:00	candidate		storyboard
004-03	v05	assets/art/panels/004-03/v05-storyboard-svg.svg	storyboard-svg		1200	800	18609	2026-09-12T23:00:59+00:00	candidate		storyboard
004-03	v06	assets/art/panels/004-03/v06-storyboard-svg.svg	storyboard-svg		1200	800	18677	2026-09-12T23:55:10+00:00	candidate		storyboard
004-03	v07	assets/art/panels/004-03/v07-storyboard-svg.svg	storyboard-svg		1200	800	19497	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
004-04	v01	assets/art/panels/004-04/v01-storyboard-svg.svg	storyboard-svg		1200	800	3630	2026-09-07T16:49:06+00:00	candidate		storyboard
004-04	v02	assets/art/panels/004-04/v02-storyboard-svg.svg	storyboard-svg		1200	800	3876	2026-09-07T16:54:59+00:00	candidate		storyboard
004-04	v03	assets/art/panels/004-04/v03-storyboard-svg.svg	storyboard-svg		1200	800	6630	2026-09-12T21:18:26+00:00	candidate		storyboard
004-04	v04	assets/art/panels/004-04/v04-storyboard-svg.svg	storyboard-svg		1200	800	13552	2026-09-12T23:00:59+00:00	candidate		storyboard
004-04	v05	assets/art/panels/004-04/v05-storyboard-svg.svg	storyboard-svg		1200	800	13620	2026-09-12T23:55:10+00:00	candidate		storyboard
004-04	v06	assets/art/panels/004-04/v06-storyboard-svg.svg	storyboard-svg		1200	800	15675	2026-09-13T00:10:05+00:00	candidate		storyboard
004-04	v07	assets/art/panels/004-04/v07-storyboard-svg.svg	storyboard-svg		1200	800	22128	2026-09-13T00:25:40+00:00	candidate		storyboard
004-04	v08	assets/art/panels/004-04/v08-storyboard-svg.svg	storyboard-svg		1200	800	22702	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
004-05	v01	assets/art/panels/004-05/v01-storyboard-svg.svg	storyboard-svg		1200	800	3639	2026-09-07T16:49:06+00:00	candidate		storyboard
004-05	v02	assets/art/panels/004-05/v02-storyboard-svg.svg	storyboard-svg		1200	800	3782	2026-09-07T16:54:59+00:00	candidate		storyboard
004-05	v03	assets/art/panels/004-05/v03-storyboard-svg.svg	storyboard-svg		1200	800	4166	2026-09-12T21:18:26+00:00	candidate		storyboard
004-05	v04	assets/art/panels/004-05/v04-storyboard-svg.svg	storyboard-svg		1200	800	7511	2026-09-12T23:00:59+00:00	candidate		storyboard
004-05	v05	assets/art/panels/004-05/v05-storyboard-svg.svg	storyboard-svg		1200	800	7579	2026-09-12T23:55:10+00:00	candidate		storyboard
004-05	v06	assets/art/panels/004-05/v06-storyboard-svg.svg	storyboard-svg		1200	800	9634	2026-09-13T00:10:05+00:00	candidate		storyboard
004-05	v07	assets/art/panels/004-05/v07-storyboard-svg.svg	storyboard-svg		1200	800	16087	2026-09-13T00:25:40+00:00	candidate		storyboard
004-05	v08	assets/art/panels/004-05/v08-storyboard-svg.svg	storyboard-svg		1200	800	16270	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
005-01	v01	assets/art/panels/005-01/v01-storyboard-svg.svg	storyboard-svg		1200	800	3630	2026-09-07T16:49:06+00:00	candidate		storyboard
005-01	v02	assets/art/panels/005-01/v02-storyboard-svg.svg	storyboard-svg		1200	800	3862	2026-09-07T16:55:00+00:00	candidate		storyboard
005-01	v03	assets/art/panels/005-01/v03-storyboard-svg.svg	storyboard-svg		1200	800	5070	2026-09-12T21:18:26+00:00	candidate		storyboard
005-01	v04	assets/art/panels/005-01/v04-storyboard-svg.svg	storyboard-svg		1200	800	7500	2026-09-12T23:00:59+00:00	candidate		storyboard
005-01	v05	assets/art/panels/005-01/v05-storyboard-svg.svg	storyboard-svg		1200	800	7537	2026-09-12T23:55:10+00:00	candidate		storyboard
005-01	v06	assets/art/panels/005-01/v06-storyboard-svg.svg	storyboard-svg		1200	800	8588	2026-09-13T00:10:05+00:00	candidate		storyboard
005-01	v07	assets/art/panels/005-01/v07-storyboard-svg.svg	storyboard-svg		1200	800	11918	2026-09-13T00:25:40+00:00	candidate		storyboard
005-01	v08	assets/art/panels/005-01/v08-storyboard-svg.svg	storyboard-svg		1200	800	12307	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
005-02	v01	assets/art/panels/005-02/v01-storyboard-svg.svg	storyboard-svg		1200	800	4706	2026-09-07T16:49:06+00:00	candidate		storyboard
005-02	v02	assets/art/panels/005-02/v02-storyboard-svg.svg	storyboard-svg		1200	800	5078	2026-09-07T16:55:00+00:00	candidate		storyboard
005-02	v03	assets/art/panels/005-02/v03-storyboard-svg.svg	storyboard-svg		1200	800	5540	2026-09-12T21:18:26+00:00	candidate		storyboard
005-02	v04	assets/art/panels/005-02/v04-storyboard-svg.svg	storyboard-svg		1200	800	9427	2026-09-12T23:00:59+00:00	candidate		storyboard
005-02	v05	assets/art/panels/005-02/v05-storyboard-svg.svg	storyboard-svg		1200	800	9495	2026-09-12T23:55:10+00:00	candidate		storyboard
005-02	v06	assets/art/panels/005-02/v06-storyboard-svg.svg	storyboard-svg		1200	800	11550	2026-09-13T00:10:05+00:00	candidate		storyboard
005-02	v07	assets/art/panels/005-02/v07-storyboard-svg.svg	storyboard-svg		1200	800	18003	2026-09-13T00:25:40+00:00	candidate		storyboard
005-02	v08	assets/art/panels/005-02/v08-storyboard-svg.svg	storyboard-svg		1200	800	18575	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
005-03	v01	assets/art/panels/005-03/v01-storyboard-svg.svg	storyboard-svg		1200	800	4955	2026-09-07T16:49:06+00:00	candidate		storyboard
005-03	v02	assets/art/panels/005-03/v02-storyboard-svg.svg	storyboard-svg		1200	800	5370	2026-09-07T16:55:00+00:00	candidate		storyboard
005-03	v03	assets/art/panels/005-03/v03-storyboard-svg.svg	storyboard-svg		1200	800	6442	2026-09-12T21:18:26+00:00	candidate		storyboard
005-03	v04	assets/art/panels/005-03/v04-storyboard-svg.svg	storyboard-svg		1200	800	13466	2026-09-12T23:00:59+00:00	candidate		storyboard
005-03	v05	assets/art/panels/005-03/v05-storyboard-svg.svg	storyboard-svg		1200	800	13534	2026-09-12T23:55:10+00:00	candidate		storyboard
005-03	v06	assets/art/panels/005-03/v06-storyboard-svg.svg	storyboard-svg		1200	800	15589	2026-09-13T00:10:05+00:00	candidate		storyboard
005-03	v07	assets/art/panels/005-03/v07-storyboard-svg.svg	storyboard-svg		1200	800	22042	2026-09-13T00:25:40+00:00	candidate		storyboard
005-03	v08	assets/art/panels/005-03/v08-storyboard-svg.svg	storyboard-svg		1200	800	22615	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
005-04	v01	assets/art/panels/005-04/v01-storyboard-svg.svg	storyboard-svg		1200	800	5752	2026-09-07T16:49:06+00:00	candidate		storyboard
005-04	v02	assets/art/panels/005-04/v02-storyboard-svg.svg	storyboard-svg		1200	800	6386	2026-09-07T16:55:00+00:00	candidate		storyboard
005-04	v03	assets/art/panels/005-04/v03-storyboard-svg.svg	storyboard-svg		1200	800	6468	2026-09-07T17:01:42+00:00	candidate		storyboard
005-04	v04	assets/art/panels/005-04/v04-flux2-klein-4b-2002.webp	flux2-klein-4b	2002	1200	800	256960	2026-09-11T01:59:25+00:00	chosen	Promoted from local candidate c6838b926c3b.	refined
005-04	v05	assets/art/panels/005-04/v05-storyboard-svg.svg	storyboard-svg		1200	800	11748	2026-09-12T21:18:26+00:00	candidate		storyboard
005-04	v06	assets/art/panels/005-04/v06-storyboard-svg.svg	storyboard-svg		1200	800	26876	2026-09-12T23:00:59+00:00	candidate		storyboard
005-04	v07	assets/art/panels/005-04/v07-storyboard-svg.svg	storyboard-svg		1200	800	26913	2026-09-12T23:55:10+00:00	candidate		storyboard
005-04	v08	assets/art/panels/005-04/v08-storyboard-svg.svg	storyboard-svg		1200	800	27968	2026-09-13T00:10:05+00:00	candidate		storyboard
005-04	v09	assets/art/panels/005-04/v09-storyboard-svg.svg	storyboard-svg		1200	800	31298	2026-09-13T00:25:40+00:00	candidate		storyboard
005-04	v10	assets/art/panels/005-04/v10-storyboard-svg.svg	storyboard-svg		1200	800	31687	2026-09-13T01:34:47+00:00	candidate		storyboard
005-05	v01	assets/art/panels/005-05/v01-storyboard-svg.svg	storyboard-svg		1200	800	7276	2026-09-07T16:49:06+00:00	candidate		storyboard
005-05	v02	assets/art/panels/005-05/v02-storyboard-svg.svg	storyboard-svg		1200	800	7970	2026-09-07T16:55:00+00:00	candidate		storyboard
005-05	v03	assets/art/panels/005-05/v03-storyboard-svg.svg	storyboard-svg		1200	800	10502	2026-09-12T21:18:26+00:00	candidate		storyboard
005-05	v04	assets/art/panels/005-05/v04-storyboard-svg.svg	storyboard-svg		1200	800	16483	2026-09-12T23:00:59+00:00	candidate		storyboard
005-05	v05	assets/art/panels/005-05/v05-storyboard-svg.svg	storyboard-svg		1200	800	16551	2026-09-12T23:55:10+00:00	candidate		storyboard
005-05	v06	assets/art/panels/005-05/v06-storyboard-svg.svg	storyboard-svg		1200	800	18606	2026-09-13T00:10:05+00:00	candidate		storyboard
005-05	v07	assets/art/panels/005-05/v07-storyboard-svg.svg	storyboard-svg		1200	800	25059	2026-09-13T00:25:40+00:00	candidate		storyboard
005-05	v08	assets/art/panels/005-05/v08-storyboard-svg.svg	storyboard-svg		1200	800	25995	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
006-01	v01	assets/art/panels/006-01/v01-storyboard-svg.svg	storyboard-svg		1200	800	13678	2026-09-07T16:49:06+00:00	candidate		storyboard
006-01	v02	assets/art/panels/006-01/v02-storyboard-svg.svg	storyboard-svg		1200	800	13711	2026-09-07T16:55:00+00:00	candidate		storyboard
006-01	v03	assets/art/panels/006-01/v03-storyboard-svg.svg	storyboard-svg		1200	800	14971	2026-09-07T17:00:24+00:00	candidate		storyboard
006-01	v04	assets/art/panels/006-01/v04-storyboard-svg.svg	storyboard-svg		1200	800	29279	2026-09-12T21:18:26+00:00	candidate		storyboard
006-01	v05	assets/art/panels/006-01/v05-storyboard-svg.svg	storyboard-svg		1200	800	51308	2026-09-12T23:00:59+00:00	candidate		storyboard
006-01	v06	assets/art/panels/006-01/v06-storyboard-svg.svg	storyboard-svg		1200	800	51348	2026-09-12T23:55:10+00:00	candidate		storyboard
006-01	v07	assets/art/panels/006-01/v07-storyboard-svg.svg	storyboard-svg		1200	800	57182	2026-09-13T00:10:05+00:00	candidate		storyboard
006-01	v08	assets/art/panels/006-01/v08-storyboard-svg.svg	storyboard-svg		1200	800	69865	2026-09-13T00:25:40+00:00	candidate		storyboard
006-01	v09	assets/art/panels/006-01/v09-storyboard-svg.svg	storyboard-svg		1200	800	71662	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
007-01	v01	assets/art/panels/007-01/v01-storyboard-svg.svg	storyboard-svg		1200	800	15044	2026-09-07T16:49:06+00:00	candidate		storyboard
007-01	v02	assets/art/panels/007-01/v02-storyboard-svg.svg	storyboard-svg		1200	800	23275	2026-09-07T16:55:00+00:00	candidate		storyboard
007-01	v03	assets/art/panels/007-01/v03-storyboard-svg.svg	storyboard-svg		1200	800	24511	2026-09-07T17:00:24+00:00	candidate		storyboard
007-01	v04	assets/art/panels/007-01/v04-storyboard-svg.svg	storyboard-svg		1200	800	24439	2026-09-07T17:04:25+00:00	candidate		storyboard
007-01	v05	assets/art/panels/007-01/v05-storyboard-svg.svg	storyboard-svg		1200	800	35490	2026-09-12T21:18:26+00:00	candidate		storyboard
007-01	v06	assets/art/panels/007-01/v06-storyboard-svg.svg	storyboard-svg		1200	800	57620	2026-09-12T23:00:59+00:00	candidate		storyboard
007-01	v07	assets/art/panels/007-01/v07-storyboard-svg.svg	storyboard-svg		1200	800	57688	2026-09-12T23:55:10+00:00	candidate		storyboard
007-01	v08	assets/art/panels/007-01/v08-storyboard-svg.svg	storyboard-svg		1200	800	64573	2026-09-13T00:10:05+00:00	candidate		storyboard
007-01	v09	assets/art/panels/007-01/v09-storyboard-svg.svg	storyboard-svg		1200	800	80586	2026-09-13T00:25:40+00:00	candidate		storyboard
007-01	v10	assets/art/panels/007-01/v10-storyboard-svg.svg	storyboard-svg		1200	800	82381	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
008-01	v01	assets/art/panels/008-01/v01-storyboard-svg.svg	storyboard-svg		1200	800	4576	2026-09-07T16:49:06+00:00	candidate		storyboard
008-01	v02	assets/art/panels/008-01/v02-storyboard-svg.svg	storyboard-svg		1200	800	4825	2026-09-07T16:55:00+00:00	candidate		storyboard
008-01	v03	assets/art/panels/008-01/v03-flux2-klein-4b-2002.webp	flux2-klein-4b	2002	1200	800	238146	2026-09-11T02:02:15+00:00	chosen	Promoted from local candidate 7f9beed4de8f.	refined
008-01	v04	assets/art/panels/008-01/v04-storyboard-svg.svg	storyboard-svg		1200	800	7195	2026-09-12T21:18:26+00:00	candidate		storyboard
008-01	v05	assets/art/panels/008-01/v05-storyboard-svg.svg	storyboard-svg		1200	800	11784	2026-09-12T23:00:59+00:00	candidate		storyboard
008-01	v06	assets/art/panels/008-01/v06-storyboard-svg.svg	storyboard-svg		1200	800	11852	2026-09-12T23:55:10+00:00	candidate		storyboard
008-01	v07	assets/art/panels/008-01/v07-storyboard-svg.svg	storyboard-svg		1200	800	13907	2026-09-13T00:10:05+00:00	candidate		storyboard
008-01	v08	assets/art/panels/008-01/v08-storyboard-svg.svg	storyboard-svg		1200	800	20360	2026-09-13T00:25:40+00:00	candidate		storyboard
008-01	v09	assets/art/panels/008-01/v09-storyboard-svg.svg	storyboard-svg		1200	800	21005	2026-09-13T01:34:47+00:00	candidate		storyboard
008-02	v01	assets/art/panels/008-02/v01-storyboard-svg.svg	storyboard-svg		1200	800	6405	2026-09-07T16:49:06+00:00	candidate		storyboard
008-02	v02	assets/art/panels/008-02/v02-storyboard-svg.svg	storyboard-svg		1200	800	6959	2026-09-07T16:55:00+00:00	candidate		storyboard
008-02	v03	assets/art/panels/008-02/v03-storyboard-svg.svg	storyboard-svg		1200	800	9377	2026-09-12T21:18:26+00:00	candidate		storyboard
008-02	v04	assets/art/panels/008-02/v04-storyboard-svg.svg	storyboard-svg		1200	800	15124	2026-09-12T23:00:59+00:00	candidate		storyboard
008-02	v05	assets/art/panels/008-02/v05-storyboard-svg.svg	storyboard-svg		1200	800	15192	2026-09-12T23:55:10+00:00	candidate		storyboard
008-02	v06	assets/art/panels/008-02/v06-storyboard-svg.svg	storyboard-svg		1200	800	17247	2026-09-13T00:10:05+00:00	candidate		storyboard
008-02	v07	assets/art/panels/008-02/v07-storyboard-svg.svg	storyboard-svg		1200	800	23700	2026-09-13T00:25:40+00:00	candidate		storyboard
008-02	v08	assets/art/panels/008-02/v08-storyboard-svg.svg	storyboard-svg		1200	800	24456	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
008-03	v01	assets/art/panels/008-03/v01-storyboard-svg.svg	storyboard-svg		1200	800	4806	2026-09-07T16:49:06+00:00	candidate		storyboard
008-03	v02	assets/art/panels/008-03/v02-storyboard-svg.svg	storyboard-svg		1200	800	5074	2026-09-07T16:55:00+00:00	candidate		storyboard
008-03	v03	assets/art/panels/008-03/v03-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	1200	800	158850	2026-09-11T02:03:22+00:00	chosen	Promoted from local candidate 3dad7e09b816.	refined
008-03	v04	assets/art/panels/008-03/v04-storyboard-svg.svg	storyboard-svg		1200	800	7361	2026-09-12T21:18:26+00:00	candidate		storyboard
008-03	v05	assets/art/panels/008-03/v05-storyboard-svg.svg	storyboard-svg		1200	800	12243	2026-09-12T23:00:59+00:00	candidate		storyboard
008-03	v06	assets/art/panels/008-03/v06-storyboard-svg.svg	storyboard-svg		1200	800	12283	2026-09-12T23:55:10+00:00	candidate		storyboard
008-03	v07	assets/art/panels/008-03/v07-storyboard-svg.svg	storyboard-svg		1200	800	13282	2026-09-13T00:10:05+00:00	candidate		storyboard
008-03	v08	assets/art/panels/008-03/v08-storyboard-svg.svg	storyboard-svg		1200	800	16405	2026-09-13T00:25:40+00:00	candidate		storyboard
008-03	v09	assets/art/panels/008-03/v09-storyboard-svg.svg	storyboard-svg		1200	800	17135	2026-09-13T01:34:47+00:00	candidate		storyboard
008-04	v01	assets/art/panels/008-04/v01-storyboard-svg.svg	storyboard-svg		1200	800	3723	2026-09-07T16:49:06+00:00	candidate		storyboard
008-04	v02	assets/art/panels/008-04/v02-storyboard-svg.svg	storyboard-svg		1200	800	4019	2026-09-07T16:55:00+00:00	candidate		storyboard
008-04	v03	assets/art/panels/008-04/v03-storyboard-svg.svg	storyboard-svg		1200	800	3704	2026-09-12T21:18:26+00:00	candidate		storyboard
008-04	v04	assets/art/panels/008-04/v04-storyboard-svg.svg	storyboard-svg		1200	800	5155	2026-09-12T23:00:59+00:00	candidate		storyboard
008-04	v05	assets/art/panels/008-04/v05-storyboard-svg.svg	storyboard-svg		1200	800	5195	2026-09-12T23:55:10+00:00	candidate		storyboard
008-04	v06	assets/art/panels/008-04/v06-storyboard-svg.svg	storyboard-svg		1200	800	6194	2026-09-13T00:10:05+00:00	candidate		storyboard
008-04	v07	assets/art/panels/008-04/v07-storyboard-svg.svg	storyboard-svg		1200	800	9317	2026-09-13T00:25:40+00:00	candidate		storyboard
008-04	v08	assets/art/panels/008-04/v08-storyboard-svg.svg	storyboard-svg		1200	800	9340	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
008-05	v01	assets/art/panels/008-05/v01-storyboard-svg.svg	storyboard-svg		1200	800	7430	2026-09-07T16:49:06+00:00	candidate		storyboard
008-05	v02	assets/art/panels/008-05/v02-storyboard-svg.svg	storyboard-svg		1200	800	8124	2026-09-07T16:55:01+00:00	candidate		storyboard
008-05	v03	assets/art/panels/008-05/v03-storyboard-svg.svg	storyboard-svg		1200	800	9137	2026-09-12T21:18:26+00:00	candidate		storyboard
008-05	v04	assets/art/panels/008-05/v04-storyboard-svg.svg	storyboard-svg		1200	800	13595	2026-09-12T23:00:59+00:00	candidate		storyboard
008-05	v05	assets/art/panels/008-05/v05-storyboard-svg.svg	storyboard-svg		1200	800	13663	2026-09-12T23:55:10+00:00	candidate		storyboard
008-05	v06	assets/art/panels/008-05/v06-storyboard-svg.svg	storyboard-svg		1200	800	15718	2026-09-13T00:10:05+00:00	candidate		storyboard
008-05	v07	assets/art/panels/008-05/v07-storyboard-svg.svg	storyboard-svg		1200	800	22171	2026-09-13T00:25:40+00:00	candidate		storyboard
008-05	v08	assets/art/panels/008-05/v08-storyboard-svg.svg	storyboard-svg		1200	800	22925	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
